Conjunto,Metodo 1,Metodo 2,Metodo 3,Metodo 4,Metodo 5,Metodo 6,Metodo 7,Metodo 8,Metodo 9,Metodo 10,Metodo 11,Metodo 12,Metodo 13,Metodo 14,Metodo 15,Metodo 16,Metodo 17,Metodo 18,Metodo 19,Metodo 20,Metodo 21,Metodo 22,Score Global
"(x0, x17, x18)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.528456
"(x0, x17, x18, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.565724
"(x0, x17, x19)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.449997
"(x0, x17, x19, x3)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.445163
"(x0, x17, x19, x5)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.54702
"(x0, x17, x19, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.515562
"(x0, x17, x2)",No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,0.517052
"(x0, x17, x2, x3)",No,Si,No,Si,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,0.51647
"(x0, x17, x2, x4)",No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.562235
"(x0, x17, x2, x5)",No,Si,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.62929
"(x0, x17, x2, x7)",No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.590155
"(x0, x17, x2, x9)",No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.581254
"(x0, x17, x3)",No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,Si,No,No,No,No,No,No,0.423866
"(x0, x17, x3, x5)",No,Si,No,Si,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,0.514303
"(x0, x17, x3, x7)",No,No,No,Si,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,0.501919
"(x0, x17, x3, x9)",No,No,No,Si,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,0.478659
"(x0, x17, x4, x9)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.567869
"(x0, x17, x5)",No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,Si,No,No,0.516286
"(x0, x17, x5, x7)",No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.610013
"(x0, x17, x5, x9)",No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.57648
"(x0, x17, x7)",No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,0.498471
"(x0, x17, x7, x9)",No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.548474
"(x0, x17, x8)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.508564
"(x0, x17, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,0.476952
"(x0, x18)",No,Si,No,No,No,No,Si,No,No,No,No,Si,No,No,Si,Si,Si,Si,No,No,No,No,0.507626
"(x0, x18, x19, x3)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.533222
"(x0, x18, x2)",No,Si,No,No,No,No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,Si,No,No,0.548407
"(x0, x18, x2, x4)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.601391
"(x0, x18, x2, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.63719
"(x0, x18, x2, x8)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.62471
"(x0, x18, x2, x9)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.598681
"(x0, x18, x3, x5)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.581299
"(x0, x18, x4)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,0.569888
"(x0, x18, x4, x8)",No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.629414
"(x0, x18, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,Si,Si,No,No,0.580157
"(x0, x18, x8)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,No,No,No,0.594783
"(x0, x18, x8, x9)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.630787
"(x0, x18, x9)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.543449
"(x0, x19)",No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,Si,Si,No,Si,Si,Si,No,No,0.420803
"(x0, x19, x2, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.633822
"(x0, x19, x3)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,0.419588
"(x0, x19, x3, x4)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.509502
"(x0, x19, x4, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.584643
"(x0, x19, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,0.519338
"(x0, x19, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.521174
"(x0, x19, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,0.485191
"(x0, x2)",Si,Si,No,No,No,No,Si,Si,No,No,No,Si,Si,Si,No,Si,No,Si,Si,Si,No,No,0.501598
"(x0, x2, x3)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.497969
"(x0, x2, x3, x5)",No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.613685
"(x0, x2, x3, x7)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.585893
"(x0, x2, x3, x9)",No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.568177
"(x0, x2, x4)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.55637
"(x0, x2, x4, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,0.654483
"(x0, x2, x5)",No,Si,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,0.612503
"(x0, x2, x5, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.659443
"(x0, x2, x5, x9)",No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.674181
"(x0, x2, x8)",No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,Si,No,No,No,No,No,No,0.567119
"(x0, x2, x9)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.56373
"(x0, x3)",No,Si,No,No,No,No,Si,No,No,No,No,No,Si,Si,No,Si,No,Si,Si,Si,No,No,0.373633
"(x0, x3, x4)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.469297
"(x0, x3, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,0.472439
"(x0, x3, x5, x9)",No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.534627
"(x0, x3, x7)",No,Si,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,Si,No,No,0.487925
"(x0, x3, x8)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.435928
"(x0, x3, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.438428
"(x0, x4)",No,Si,No,No,No,No,Si,No,No,No,No,Si,No,No,Si,No,No,No,Si,Si,No,No,0.464715
"(x0, x4, x5)",Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.569543
"(x0, x4, x7)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.558463
"(x0, x4, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.520156
"(x0, x4, x9)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.549788
"(x0, x5)",No,Si,No,No,No,No,Si,Si,Si,No,Si,No,Si,Si,Si,Si,No,No,Si,Si,No,No,0.475822
"(x0, x5, x7)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.602968
"(x0, x5, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,0.518854
"(x0, x5, x8, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.587546
"(x0, x5, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,0.532799
"(x0, x6)",No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.366983
"(x0, x7)",No,Si,No,No,No,No,Si,No,No,No,Si,No,Si,Si,Si,No,No,No,Si,Si,No,No,0.486997
"(x0, x7, x8)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.573014
"(x0, x7, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.526091
"(x0, x8)",Si,Si,No,No,No,No,Si,No,No,No,No,Si,No,No,Si,Si,Si,Si,No,No,No,Si,0.433643
"(x0, x9)",Si,Si,No,No,No,No,Si,No,No,No,No,Si,No,Si,Si,Si,No,No,Si,Si,No,No,0.438044
"(x1, x10)",Si,No,Si,No,No,No,Si,No,No,No,Si,No,No,No,Si,No,Si,Si,No,No,No,No,0.265837
"(x1, x10, x11)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.408871
"(x1, x10, x11, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.539977
"(x1, x10, x13, x14)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.530331
"(x1, x10, x13, x17)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.461835
"(x1, x10, x14, x19)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.457943
"(x1, x10, x14, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.537586
"(x1, x10, x15, x16)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.411917
"(x1, x10, x18)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.342364
"(x1, x10, x18, x19)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.426323
"(x1, x10, x18, x2)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.45195
"(x1, x10, x18, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.509743
"(x1, x10, x18, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.515514
"(x1, x10, x19)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,0.337477
"(x1, x10, x3)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.297415
"(x1, x10, x4)",No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,0.458423
"(x1, x10, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.368511
"(x1, x10, x5, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.497253
"(x1, x10, x7, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.548251
"(x1, x10, x8)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,0.448049
"(x1, x10, x8, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.503744
"(x1, x11)",No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,0.291284
"(x1, x11, x13, x5)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.515788
"(x1, x11, x15, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.478634
"(x1, x11, x17, x3)",No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.397235
"(x1, x11, x17, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.501111
"(x1, x11, x18)",No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,0.40043
"(x1, x11, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.46433
"(x1, x11, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.461691
"(x1, x11, x9)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.440781
"(x1, x12)",No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.157914
"(x1, x12, x17, x3)",No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,0.304928
"(x1, x12, x2)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,Si,No,No,0.338194
"(x1, x12, x2, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.438141
"(x1, x13)",Si,No,Si,No,No,No,Si,No,No,No,No,Si,No,No,Si,No,No,Si,No,No,No,No,0.253322
"(x1, x13, x14, x2)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,0.544813
"(x1, x13, x14, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.572469
"(x1, x13, x19)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.341429
"(x1, x13, x2)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,0.405741
"(x1, x13, x2, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.475251
"(x1, x13, x3)",No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.277869
"(x1, x13, x3, x4)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.426774
"(x1, x13, x5, x9)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.487539
"(x1, x13, x8)",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.427422
"(x1, x13, x8, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.54955
"(x1, x13, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.390402
"(x1, x14)",No,No,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,0.3454
"(x1, x14, x15, x16)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.51009
"(x1, x14, x15, x2)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.470238
"(x1, x14, x15, x8)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.47701
"(x1, x14, x19)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.380815
"(x1, x14, x2)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,0.461981
"(x1, x14, x3)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.350504
"(x1, x14, x4, x8)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.545072
"(x1, x14, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.4591
"(x1, x15)",Si,No,No,No,No,No,Si,No,No,No,Si,Si,No,Si,Si,No,No,No,No,No,No,No,0.181382
"(x1, x15, x16)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,0.368593
"(x1, x15, x16, x3)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.401603
"(x1, x15, x16, x6)",No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,0.37995
"(x1, x15, x17)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.340846
"(x1, x15, x17, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.440964
"(x1, x15, x18, x7)",No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,0.460382
"(x1, x15, x18, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.449078
"(x1, x15, x19)",No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,0.292354
"(x1, x15, x19, x4)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.426364
"(x1, x15, x19, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,0.406096
"(x1, x15, x2)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.388408
"(x1, x15, x5)",No,No,No,No,No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,No,No,No,No,0.320005
"(x1, x15, x6)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.203351
"(x1, x15, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.370021
"(x1, x16)",No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,Si,No,No,No,No,0.328507
"(x1, x16, x18)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.454724
"(x1, x16, x18, x2)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,Si,No,No,0.533527
"(x1, x16, x18, x8)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.545858
"(x1, x16, x19)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.361513
"(x1, x16, x19, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.47028
"(x1, x16, x2)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.496328
"(x1, x16, x2, x7)",No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,0.586422
"(x1, x16, x2, x9)",No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,0.560753
"(x1, x16, x5)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.463622
"(x1, x16, x7, x8)",No,No,Si,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,0.540984
"(x1, x16, x8)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.448404
"(x1, x17)",No,No,Si,No,No,No,Si,No,No,No,Si,No,No,No,Si,No,No,Si,No,No,No,No,0.294808
"(x1, x17, x18)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.424839
"(x1, x17, x18, x2)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.485999
"(x1, x17, x19, x4)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.436728
"(x1, x17, x2)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.406316
"(x1, x17, x2, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,0.499003
"(x1, x17, x2, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.500419
"(x1, x17, x3)",No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,0.293876
"(x1, x17, x4)",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.41153
"(x1, x17, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,0.399767
"(x1, x17, x8)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.413734
"(x1, x18)",No,No,No,No,No,No,Si,No,No,No,Si,Si,No,No,Si,No,Si,Si,No,No,No,No,0.265884
"(x1, x18, x19, x6)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0.34526
"(x1, x18, x19, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.474381
"(x1, x18, x2)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,0.437996
"(x1, x18, x2, x4)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.491568
"(x1, x18, x2, x8)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.537201
"(x1, x18, x2, x9)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.498412
"(x1, x18, x4)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.434027
"(x1, x18, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.379832
"(x1, x18, x7)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,0.4458
"(x1, x18, x8)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,Si,No,Si,No,No,No,No,No,0.420533
"(x1, x18, x8, x9)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,0.557839
"(x1, x18, x9)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.36699
"(x1, x19)",No,No,Si,No,No,No,Si,No,No,No,Si,No,No,No,Si,No,Si,Si,Si,Si,No,No,0.236764
"(x1, x19, x2)",No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,0.367854
"(x1, x19, x4)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.370948
"(x1, x19, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.359525
"(x1, x19, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.365768
"(x1, x2)",No,No,Si,No,No,No,Si,No,No,No,Si,Si,No,No,No,No,No,Si,Si,Si,Si,No,0.335392
"(x1, x2, x3, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.460042
"(x1, x2, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.468302
"(x1, x2, x5, x8)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,0.51844
"(x1, x2, x8)",No,No,No,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,0.429785
"(x1, x2, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.463985
"(x1, x3)",No,No,No,No,No,No,Si,No,No,No,Si,Si,No,No,Si,Si,No,Si,No,No,No,No,0.183402
"(x1, x3, x5)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.31009
"(x1, x3, x5, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.395598
"(x1, x4)",No,No,No,No,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.319675
"(x1, x5)",No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,No,No,No,Si,Si,Si,No,No,0.284909
"(x1, x5, x8)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.390524
"(x1, x5, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.388831
"(x1, x6)",No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,0.165857
"(x1, x7)",Si,No,No,No,No,No,Si,No,No,No,Si,No,No,Si,No,Si,No,Si,No,No,No,No,0.327228
"(x1, x7, x8, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.559098
"(x1, x7, x9)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,0.476812
"(x1, x8)",No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,Si,Si,Si,Si,No,No,No,No,0.31238
"(x1, x9)",No,No,No,No,No,No,Si,No,Si,No,No,Si,No,No,Si,Si,No,No,No,No,No,No,0.279103
"(x10, x11)",No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,Si,No,No,Si,No,No,No,No,0.36282
"(x10, x11, x13)",No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,0.419844
"(x10, x11, x14, x9)",No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.59988
"(x10, x11, x15)",No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,0.403901
"(x10, x11, x15, x17)",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,0.455039
