mode,max_planes,beam_width,max_candidates_per_class,max_rules_per_class,max_clauses,clause_beam_width,clause_iterations,clause_diverse_topk,clause_overlap_max,elapsed_s,rules_class4,total_rules
and_or_diverse,10,24,600,480,2,12,180,40,0.80,0.0023,5,5
and_or_diverse,10,24,600,480,2,16,120,30,0.80,0.0031,5,5
and_or_diverse,10,24,600,480,2,16,120,40,0.80,0.0022,5,5
and_or_diverse,10,24,600,480,2,16,180,30,0.80,0.0022,5,5
and_or_diverse,10,24,600,480,2,16,180,40,0.80,0.0024,5,5
and_or_diverse,10,24,600,720,2,12,120,30,0.80,0.0024,5,5
and_or_diverse,10,24,600,720,2,12,120,40,0.80,0.0024,5,5
and_or_diverse,10,24,600,720,2,12,180,30,0.80,0.0023,5,5
and_or_diverse,10,24,600,720,2,12,180,40,0.80,0.0025,5,5
and_or_diverse,10,24,600,720,2,16,120,30,0.80,0.0025,5,5
and_or_diverse,10,24,600,720,2,16,120,40,0.80,0.0024,5,5
and_or_diverse,10,24,600,720,2,16,180,30,0.80,0.0024,5,5
and_or_diverse,10,24,600,720,2,16,180,40,0.80,0.0023,5,5
and_or_diverse,10,36,300,480,2,12,120,30,0.80,0.0028,5,5
and_or_diverse,10,36,300,480,2,12,120,40,0.80,0.0026,5,5
and_or_diverse,10,36,300,480,2,12,180,30,0.80,0.0026,5,5
and_or_diverse,10,36,300,480,2,12,180,40,0.80,0.0024,5,5
and_or_diverse,10,36,300,480,2,16,120,30,0.80,0.0023,5,5
and_or_diverse,10,36,300,480,2,16,120,40,0.80,0.0024,5,5
and_or_diverse,10,36,300,480,2,16,180,30,0.80,0.0025,5,5
and_or_diverse,10,36,300,480,2,16,180,40,0.80,0.0022,5,5
and_or_diverse,10,36,300,720,2,12,120,30,0.80,0.0025,5,5
and_or_diverse,10,36,300,720,2,12,120,40,0.80,0.0023,5,5
and_or_diverse,10,36,300,720,2,12,180,30,0.80,0.0023,5,5
and_or_diverse,10,36,300,720,2,12,180,40,0.80,0.0022,5,5
and_or_diverse,10,36,300,720,2,16,120,30,0.80,0.0024,5,5
and_or_diverse,10,36,300,720,2,16,120,40,0.80,0.0023,5,5
and_or_diverse,10,36,300,720,2,16,180,30,0.80,0.0023,5,5
and_or_diverse,10,36,300,720,2,16,180,40,0.80,0.0023,5,5
and_or_diverse,10,36,600,480,2,12,120,30,0.80,0.0026,5,5
and_or_diverse,10,36,600,480,2,12,120,40,0.80,0.0025,5,5
and_or_diverse,10,36,600,480,2,12,180,30,0.80,0.0025,5,5
and_or_diverse,10,36,600,480,2,12,180,40,0.80,0.0024,5,5
and_or_diverse,10,36,600,480,2,16,120,30,0.80,0.0022,5,5
and_or_diverse,10,36,600,480,2,16,120,40,0.80,0.0025,5,5
and_or_diverse,10,36,600,480,2,16,180,30,0.80,0.0024,5,5
and_or_diverse,10,36,600,480,2,16,180,40,0.80,0.0023,5,5
and_or_diverse,10,36,600,720,2,12,120,30,0.80,0.0022,5,5
and_or_diverse,10,36,600,720,2,12,120,40,0.80,0.0023,5,5
and_or_diverse,10,36,600,720,2,12,180,30,0.80,0.0023,5,5
and_or_diverse,10,36,600,720,2,12,180,40,0.80,0.0032,5,5
and_or_diverse,10,36,600,720,2,16,120,30,0.80,0.0032,5,5
and_or_diverse,10,36,600,720,2,16,120,40,0.80,0.0036,5,5
and_or_diverse,10,36,600,720,2,16,180,30,0.80,0.0025,5,5
and_or_diverse,10,36,600,720,2,16,180,40,0.80,0.0027,5,5
and_or_diverse,10,48,300,480,2,12,120,30,0.80,0.0023,5,5
and_or_diverse,10,48,300,480,2,12,120,40,0.80,0.0025,5,5
and_or_diverse,10,48,300,480,2,12,180,30,0.80,0.0024,5,5
and_or_diverse,10,48,300,480,2,12,180,40,0.80,0.0024,5,5
and_or_diverse,10,48,300,480,2,16,120,30,0.80,0.0024,5,5
and_or_diverse,10,48,300,480,2,16,120,40,0.80,0.0024,5,5
and_or_diverse,10,48,300,480,2,16,180,30,0.80,0.0024,5,5
and_or_diverse,10,48,300,480,2,16,180,40,0.80,0.0027,5,5
and_or_diverse,10,48,300,720,2,12,120,30,0.80,0.0022,5,5
and_or_diverse,10,48,300,720,2,12,120,40,0.80,0.0025,5,5
and_or_diverse,10,48,300,720,2,12,180,30,0.80,0.0024,5,5
and_or_diverse,10,48,300,720,2,12,180,40,0.80,0.0025,5,5
and_or_diverse,10,48,300,720,2,16,120,30,0.80,0.0023,5,5
and_or_diverse,10,48,300,720,2,16,120,40,0.80,0.0024,5,5
and_or_diverse,10,48,300,720,2,16,180,30,0.80,0.0023,5,5
and_or_diverse,10,48,300,720,2,16,180,40,0.80,0.0024,5,5
and_or_diverse,10,48,600,480,2,12,120,30,0.80,0.0025,5,5
and_or_diverse,10,48,600,480,2,12,120,40,0.80,0.0027,5,5
and_or_diverse,10,48,600,480,2,12,180,30,0.80,0.0027,5,5
and_or_diverse,10,48,600,480,2,12,180,40,0.80,0.0032,5,5
and_or_diverse,10,48,600,480,2,16,120,30,0.80,0.0034,5,5
and_or_diverse,10,48,600,480,2,16,120,40,0.80,0.0026,5,5
and_or_diverse,10,48,600,480,2,16,180,30,0.80,0.0025,5,5
and_or_diverse,10,48,600,480,2,16,180,40,0.80,0.0026,5,5
and_or_diverse,10,48,600,720,2,12,120,30,0.80,0.0024,5,5
and_or_diverse,10,48,600,720,2,12,120,40,0.80,0.0024,5,5
and_or_diverse,10,48,600,720,2,12,180,30,0.80,0.0024,5,5
and_or_diverse,10,48,600,720,2,12,180,40,0.80,0.0024,5,5
and_or_diverse,10,48,600,720,2,16,120,30,0.80,0.0024,5,5
and_or_diverse,10,48,600,720,2,16,120,40,0.80,0.0024,5,5
and_or_diverse,10,48,600,720,2,16,180,30,0.80,0.0023,5,5
and_or_diverse,10,48,600,720,2,16,180,40,0.80,0.0024,5,5
and_or_diverse,12,24,300,480,2,12,120,30,0.80,0.0023,5,5
and_or_diverse,12,24,300,480,2,12,120,40,0.80,0.0024,5,5
and_or_diverse,12,24,300,480,2,12,180,30,0.80,0.0025,5,5
and_or_diverse,12,24,300,480,2,12,180,40,0.80,0.0024,5,5
and_or_diverse,12,24,300,480,2,16,120,30,0.80,0.0022,5,5
and_or_diverse,12,24,300,480,2,16,120,40,0.80,0.0024,5,5
and_or_diverse,12,24,300,480,2,16,180,30,0.80,0.0024,5,5
and_or_diverse,12,24,300,480,2,16,180,40,0.80,0.0022,5,5
and_or_diverse,12,24,300,720,2,12,120,30,0.80,0.0024,5,5
and_or_diverse,12,24,300,720,2,12,120,40,0.80,0.0024,5,5
and_or_diverse,12,24,300,720,2,12,180,30,0.80,0.0025,5,5
and_or_diverse,12,24,300,720,2,12,180,40,0.80,0.0026,5,5
and_or_diverse,12,24,300,720,2,16,120,30,0.80,0.0025,5,5
and_or_diverse,12,24,300,720,2,16,120,40,0.80,0.0026,5,5
and_or_diverse,12,24,300,720,2,16,180,30,0.80,0.0026,5,5
and_or_diverse,12,24,300,720,2,16,180,40,0.80,0.0023,5,5
and_or_diverse,12,24,600,480,2,12,120,30,0.80,0.0024,5,5
and_or_diverse,12,24,600,480,2,12,120,40,0.80,0.0024,5,5
and_or_diverse,12,24,600,480,2,12,180,30,0.80,0.0031,5,5
and_or_diverse,12,24,600,480,2,12,180,40,0.80,0.0029,5,5
and_or_diverse,12,24,600,480,2,16,120,30,0.80,0.0028,5,5
and_or_diverse,12,24,600,480,2,16,120,40,0.80,0.0029,5,5
and_or_diverse,12,24,600,480,2,16,180,30,0.80,0.0027,5,5
and_or_diverse,12,24,600,480,2,16,180,40,0.80,0.0025,5,5
and_or_diverse,12,24,600,720,2,12,120,30,0.80,0.0025,5,5
and_or_diverse,12,24,600,720,2,12,120,40,0.80,0.0025,5,5
and_or_diverse,12,24,600,720,2,12,180,30,0.80,0.0025,5,5
and_or_diverse,12,24,600,720,2,12,180,40,0.80,0.0025,5,5
and_or_diverse,12,24,600,720,2,16,120,30,0.80,0.0023,5,5
and_or_diverse,12,24,600,720,2,16,120,40,0.80,0.0024,5,5
and_or_diverse,12,24,600,720,2,16,180,30,0.80,0.0026,5,5
and_or_diverse,12,24,600,720,2,16,180,40,0.80,0.0024,5,5
and_or_diverse,12,36,300,480,2,12,120,30,0.80,0.0023,5,5
and_or_diverse,12,36,300,480,2,12,120,40,0.80,0.0024,5,5
and_or_diverse,12,36,300,480,2,12,180,30,0.80,0.0023,5,5
and_or_diverse,12,36,300,480,2,12,180,40,0.80,0.0023,5,5
and_or_diverse,12,36,300,480,2,16,120,30,0.80,0.0024,5,5
and_or_diverse,12,36,300,480,2,16,120,40,0.80,0.0025,5,5
and_or_diverse,12,36,300,480,2,16,180,30,0.80,0.0024,5,5
and_or_diverse,12,36,300,480,2,16,180,40,0.80,0.0023,5,5
and_or_diverse,12,36,300,720,2,12,120,30,0.80,0.0033,5,5
and_or_diverse,12,36,300,720,2,12,120,40,0.80,0.0047,5,5
and_or_diverse,12,36,300,720,2,12,180,30,0.80,0.0043,5,5
and_or_diverse,12,36,300,720,2,12,180,40,0.80,0.0042,5,5
and_or_diverse,12,36,300,720,2,16,120,30,0.80,0.0042,5,5
and_or_diverse,12,36,300,720,2,16,120,40,0.80,0.0030,5,5
and_or_diverse,12,36,300,720,2,16,180,30,0.80,0.0037,5,5
and_or_diverse,12,36,300,720,2,16,180,40,0.80,0.0023,5,5
and_or_diverse,12,36,600,480,2,12,120,30,0.80,0.0026,5,5
and_or_diverse,12,36,600,480,2,12,120,40,0.80,0.0023,5,5
and_or_diverse,12,36,600,480,2,12,180,30,0.80,0.0023,5,5
and_or_diverse,12,36,600,480,2,12,180,40,0.80,0.0022,5,5
and_or_diverse,12,36,600,480,2,16,120,30,0.80,0.0030,5,5
and_or_diverse,12,36,600,480,2,16,120,40,0.80,0.0024,5,5
and_or_diverse,12,36,600,480,2,16,180,30,0.80,0.0025,5,5
and_or_diverse,12,36,600,480,2,16,180,40,0.80,0.0022,5,5
and_or_diverse,12,36,600,720,2,12,120,30,0.80,0.0023,5,5
and_or_diverse,12,36,600,720,2,12,120,40,0.80,0.0023,5,5
and_or_diverse,12,36,600,720,2,12,180,30,0.80,0.0023,5,5
and_or_diverse,12,36,600,720,2,12,180,40,0.80,0.0022,5,5
and_or_diverse,12,36,600,720,2,16,120,30,0.80,0.0025,5,5
and_or_diverse,12,36,600,720,2,16,120,40,0.80,0.0023,5,5
and_or_diverse,12,36,600,720,2,16,180,30,0.80,0.0029,5,5
and_or_diverse,12,36,600,720,2,16,180,40,0.80,0.0023,5,5
and_or_diverse,12,48,300,480,2,12,120,30,0.80,0.0025,5,5
and_or_diverse,12,48,300,480,2,12,120,40,0.80,0.0025,5,5
and_or_diverse,12,48,300,480,2,12,180,30,0.80,0.0026,5,5
and_or_diverse,12,48,300,480,2,12,180,40,0.80,0.0026,5,5
and_or_diverse,12,48,300,480,2,16,120,30,0.80,0.0024,5,5
and_or_diverse,12,48,300,480,2,16,120,40,0.80,0.0023,5,5
and_or_diverse,12,48,300,480,2,16,180,30,0.80,0.0031,5,5
and_or_diverse,12,48,300,480,2,16,180,40,0.80,0.0025,5,5
and_or_diverse,12,48,300,720,2,12,120,30,0.80,0.0025,5,5
and_or_diverse,12,48,300,720,2,12,120,40,0.80,0.0029,5,5
and_or_diverse,12,48,300,720,2,12,180,30,0.80,0.0025,5,5
and_or_diverse,12,48,300,720,2,12,180,40,0.80,0.0025,5,5
and_or_diverse,12,48,300,720,2,16,120,30,0.80,0.0024,5,5
and_or_diverse,12,48,300,720,2,16,120,40,0.80,0.0024,5,5
and_or_diverse,12,48,300,720,2,16,180,30,0.80,0.0024,5,5
and_or_diverse,12,48,300,720,2,16,180,40,0.80,0.0026,5,5
and_or_diverse,12,48,600,480,2,12,120,30,0.80,0.0032,5,5
and_or_diverse,12,48,600,480,2,12,120,40,0.80,0.0025,5,5
and_or_diverse,12,48,600,480,2,12,180,30,0.80,0.0027,5,5
and_or_diverse,12,48,600,480,2,12,180,40,0.80,0.0024,5,5
and_or_diverse,12,48,600,480,2,16,120,30,0.80,0.0026,5,5
and_or_diverse,12,48,600,480,2,16,120,40,0.80,0.0024,5,5
and_or_diverse,12,48,600,480,2,16,180,30,0.80,0.0024,5,5
and_or_diverse,12,48,600,480,2,16,180,40,0.80,0.0023,5,5
and_or_diverse,12,48,600,720,2,12,120,30,0.80,0.0035,5,5
and_or_diverse,12,48,600,720,2,12,120,40,0.80,0.0027,5,5
and_or_diverse,12,48,600,720,2,12,180,30,0.80,0.0027,5,5
and_or_diverse,12,48,600,720,2,12,180,40,0.80,0.0025,5,5
and_or_diverse,12,48,600,720,2,16,120,30,0.80,0.0025,5,5
and_or_diverse,12,48,600,720,2,16,120,40,0.80,0.0024,5,5
and_or_diverse,12,48,600,720,2,16,180,30,0.80,0.0024,5,5
and_or_diverse,12,48,600,720,2,16,180,40,0.80,0.0024,5,5
and_or_diverse,14,24,300,480,2,12,120,30,0.80,0.0023,5,5
and_or_diverse,14,24,300,480,2,12,120,40,0.80,0.0024,5,5
and_or_diverse,14,24,300,480,2,12,180,30,0.80,0.0023,5,5
and_or_diverse,14,24,300,480,2,12,180,40,0.80,0.0024,5,5
and_or_diverse,14,24,300,480,2,16,120,30,0.80,0.0024,5,5
and_or_diverse,14,24,300,480,2,16,120,40,0.80,0.0023,5,5
and_or_diverse,14,24,300,480,2,16,180,30,0.80,0.0023,5,5
and_or_diverse,14,24,300,480,2,16,180,40,0.80,0.0024,5,5
and_or_diverse,14,24,300,720,2,12,120,30,0.80,0.0025,5,5
and_or_diverse,14,24,300,720,2,12,120,40,0.80,0.0023,5,5
and_or_diverse,14,24,300,720,2,12,180,30,0.80,0.0023,5,5
and_or_diverse,14,24,300,720,2,12,180,40,0.80,0.0024,5,5
and_or_diverse,14,24,300,720,2,16,120,30,0.80,0.0024,5,5
and_or_diverse,14,24,300,720,2,16,120,40,0.80,0.0024,5,5
and_or_diverse,14,24,300,720,2,16,180,30,0.80,0.0025,5,5
and_or_diverse,14,24,300,720,2,16,180,40,0.80,0.0023,5,5
and_or_diverse,14,24,600,480,2,12,120,30,0.80,0.0025,5,5
and_or_diverse,14,24,600,480,2,12,120,40,0.80,0.0026,5,5
and_or_diverse,14,24,600,480,2,12,180,30,0.80,0.0024,5,5
and_or_diverse,14,24,600,480,2,12,180,40,0.80,0.0023,5,5
and_or_diverse,14,24,600,480,2,16,120,30,0.80,0.0024,5,5
and_or_diverse,14,24,600,480,2,16,120,40,0.80,0.0024,5,5
and_or_diverse,14,24,600,480,2,16,180,30,0.80,0.0023,5,5
and_or_diverse,14,24,600,480,2,16,180,40,0.80,0.0023,5,5
and_or_diverse,14,24,600,720,2,12,120,30,0.80,0.0024,5,5
and_or_diverse,14,24,600,720,2,12,120,40,0.80,0.0023,5,5
and_or_diverse,14,24,600,720,2,12,180,30,0.80,0.0041,5,5
and_or_diverse,14,24,600,720,2,12,180,40,0.80,0.0028,5,5
and_or_diverse,14,24,600,720,2,16,120,30,0.80,0.0030,5,5
and_or_diverse,14,24,600,720,2,16,120,40,0.80,0.0041,5,5
and_or_diverse,14,24,600,720,2,16,180,30,0.80,0.0037,5,5
and_or_diverse,14,24,600,720,2,16,180,40,0.80,0.0032,5,5
and_or_diverse,14,36,300,480,2,12,120,30,0.80,0.0022,5,5
and_or_diverse,14,36,300,480,2,12,120,40,0.80,0.0023,5,5
and_or_diverse,14,36,300,480,2,12,180,30,0.80,0.0024,5,5
and_or_diverse,14,36,300,480,2,12,180,40,0.80,0.0024,5,5
and_or_diverse,14,36,300,480,2,16,120,30,0.80,0.0023,5,5
and_or_diverse,14,36,300,480,2,16,120,40,0.80,0.0023,5,5
and_or_diverse,14,36,300,480,2,16,180,30,0.80,0.0023,5,5
and_or_diverse,14,36,300,480,2,16,180,40,0.80,0.0022,5,5
and_or_diverse,14,36,300,720,2,12,120,30,0.80,0.0025,5,5
and_or_diverse,14,36,300,720,2,12,120,40,0.80,0.0024,5,5
and_or_diverse,14,36,300,720,2,12,180,30,0.80,0.0022,5,5
and_or_diverse,14,36,300,720,2,12,180,40,0.80,0.0028,5,5
and_or_diverse,14,36,300,720,2,16,120,30,0.80,0.0026,5,5
and_or_diverse,14,36,300,720,2,16,120,40,0.80,0.0025,5,5
and_or_diverse,14,36,300,720,2,16,180,30,0.80,0.0026,5,5
and_or_diverse,14,36,300,720,2,16,180,40,0.80,0.0025,5,5
and_or_diverse,14,36,600,480,2,12,120,30,0.80,0.0030,5,5
and_or_diverse,14,36,600,480,2,12,120,40,0.80,0.0023,5,5
and_or_diverse,14,36,600,480,2,12,180,30,0.80,0.0023,5,5
and_or_diverse,14,36,600,480,2,12,180,40,0.80,0.0023,5,5
and_or_diverse,14,36,600,480,2,16,120,30,0.80,0.0026,5,5
and_or_diverse,14,36,600,480,2,16,120,40,0.80,0.0023,5,5
and_or_diverse,14,36,600,480,2,16,180,30,0.80,0.0022,5,5
and_or_diverse,14,36,600,480,2,16,180,40,0.80,0.0022,5,5
and_or_diverse,14,36,600,720,2,12,120,30,0.80,0.0029,5,5
and_or_diverse,14,36,600,720,2,12,120,40,0.80,0.0024,5,5
and_or_diverse,14,36,600,720,2,12,180,30,0.80,0.0027,5,5
and_or_diverse,14,36,600,720,2,12,180,40,0.80,0.0024,5,5
and_or_diverse,14,36,600,720,2,16,120,30,0.80,0.0028,5,5
and_or_diverse,14,36,600,720,2,16,120,40,0.80,0.0034,5,5
and_or_diverse,14,36,600,720,2,16,180,30,0.80,0.0029,5,5
and_or_diverse,14,36,600,720,2,16,180,40,0.80,0.0024,5,5
and_or_diverse,14,48,300,480,2,12,120,30,0.80,0.0026,5,5
and_or_diverse,14,48,300,480,2,12,120,40,0.80,0.0024,5,5
and_or_diverse,14,48,300,480,2,12,180,30,0.80,0.0023,5,5
and_or_diverse,14,48,300,480,2,12,180,40,0.80,0.0025,5,5
and_or_diverse,14,48,300,480,2,16,120,30,0.80,0.0025,5,5
and_or_diverse,14,48,300,480,2,16,120,40,0.80,0.0026,5,5
and_or_diverse,14,48,300,480,2,16,180,30,0.80,0.0026,5,5
and_or_diverse,14,48,300,480,2,16,180,40,0.80,0.0027,5,5
and_or_diverse,14,48,300,720,2,12,120,30,0.80,0.0027,5,5
and_or_diverse,14,48,300,720,2,12,120,40,0.80,0.0034,5,5
and_or_diverse,14,48,300,720,2,12,180,30,0.80,0.0029,5,5
and_or_diverse,14,48,300,720,2,12,180,40,0.80,0.0028,5,5
and_or_diverse,14,48,300,720,2,16,120,30,0.80,0.0028,5,5
and_or_diverse,14,48,300,720,2,16,120,40,0.80,0.0030,5,5
and_or_diverse,14,48,300,720,2,16,180,30,0.80,0.0026,5,5
and_or_diverse,14,48,300,720,2,16,180,40,0.80,0.0025,5,5
and_or_diverse,14,48,600,480,2,12,120,30,0.80,0.0024,5,5
and_or_diverse,14,48,600,480,2,12,120,40,0.80,0.0035,5,5
and_or_diverse,14,48,600,480,2,12,180,30,0.80,0.0031,5,5
and_or_diverse,14,48,600,480,2,12,180,40,0.80,0.0026,5,5
and_or_diverse,14,48,600,480,2,16,120,30,0.80,0.0026,5,5
and_or_diverse,14,48,600,480,2,16,120,40,0.80,0.0025,5,5
and_or_diverse,14,48,600,480,2,16,180,30,0.80,0.0023,5,5
and_or_diverse,14,48,600,480,2,16,180,40,0.80,0.0024,5,5
and_or_diverse,14,48,600,720,2,12,120,30,0.80,0.0030,5,5
and_or_diverse,14,48,600,720,2,12,120,40,0.80,0.0034,5,5
and_or_diverse,14,48,600,720,2,12,180,30,0.80,0.0027,5,5
and_or_diverse,14,48,600,720,2,12,180,40,0.80,0.0028,5,5
and_or_diverse,14,48,600,720,2,16,120,30,0.80,0.0027,5,5
and_or_diverse,14,48,600,720,2,16,120,40,0.80,0.0032,5,5
and_or_diverse,14,48,600,720,2,16,180,30,0.80,0.0031,5,5
and_or_diverse,14,48,600,720,2,16,180,40,0.80,0.0029,5,5
and_or_diverse,16,24,300,480,2,12,120,30,0.80,0.0027,5,5
and_or_diverse,16,24,300,480,2,12,120,40,0.80,0.0026,5,5
and_or_diverse,16,24,300,480,2,12,180,30,0.80,0.0025,5,5
and_or_diverse,16,24,300,480,2,12,180,40,0.80,0.0023,5,5
and_or_diverse,16,24,300,480,2,16,120,30,0.80,0.0024,5,5
and_or_diverse,16,24,300,480,2,16,120,40,0.80,0.0023,5,5
and_or_diverse,16,24,300,480,2,16,180,30,0.80,0.0025,5,5
and_or_diverse,16,24,300,480,2,16,180,40,0.80,0.0025,5,5
and_or_diverse,16,24,300,720,2,12,120,30,0.80,0.0028,5,5
and_or_diverse,16,24,300,720,2,12,120,40,0.80,0.0025,5,5
and_or_diverse,16,24,300,720,2,12,180,30,0.80,0.0027,5,5
and_or_diverse,16,24,300,720,2,12,180,40,0.80,0.0027,5,5
and_or_diverse,16,24,300,720,2,16,120,30,0.80,0.0038,5,5
and_or_diverse,16,24,300,720,2,16,120,40,0.80,0.0033,5,5
and_or_diverse,16,24,300,720,2,16,180,30,0.80,0.0023,5,5
and_or_diverse,16,24,300,720,2,16,180,40,0.80,0.0028,5,5
and_or_diverse,16,24,600,480,2,12,120,30,0.80,0.0025,5,5
and_or_diverse,16,24,600,480,2,12,120,40,0.80,0.0028,5,5
and_or_diverse,16,24,600,480,2,12,180,30,0.80,0.0027,5,5
and_or_diverse,16,24,600,480,2,12,180,40,0.80,0.0027,5,5
and_or_diverse,16,24,600,480,2,16,120,30,0.80,0.0028,5,5
and_or_diverse,16,24,600,480,2,16,120,40,0.80,0.0025,5,5
and_or_diverse,16,24,600,480,2,16,180,30,0.80,0.0025,5,5
and_or_diverse,16,24,600,480,2,16,180,40,0.80,0.0024,5,5
and_or_diverse,16,24,600,720,2,12,120,30,0.80,0.0028,5,5
and_or_diverse,16,24,600,720,2,12,120,40,0.80,0.0024,5,5
and_or_diverse,16,24,600,720,2,12,180,30,0.80,0.0023,5,5
and_or_diverse,16,24,600,720,2,12,180,40,0.80,0.0025,5,5
and_or_diverse,16,24,600,720,2,16,120,30,0.80,0.0024,5,5
and_or_diverse,16,24,600,720,2,16,120,40,0.80,0.0022,5,5
and_or_diverse,16,24,600,720,2,16,180,30,0.80,0.0024,5,5
and_or_diverse,16,24,600,720,2,16,180,40,0.80,0.0024,5,5
and_or_diverse,16,36,300,480,2,12,120,30,0.80,0.0023,5,5
and_or_diverse,16,36,300,480,2,12,120,40,0.80,0.0025,5,5
and_or_diverse,16,36,300,480,2,12,180,30,0.80,0.0025,5,5
and_or_diverse,16,36,300,480,2,12,180,40,0.80,0.0025,5,5
and_or_diverse,16,36,300,480,2,16,120,30,0.80,0.0023,5,5
and_or_diverse,16,36,300,480,2,16,120,40,0.80,0.0024,5,5
and_or_diverse,16,36,300,480,2,16,180,30,0.80,0.0024,5,5
and_or_diverse,16,36,300,480,2,16,180,40,0.80,0.0024,5,5
and_or_diverse,16,36,300,720,2,12,120,30,0.80,0.0023,5,5
and_or_diverse,16,36,300,720,2,12,120,40,0.80,0.0024,5,5
and_or_diverse,16,36,300,720,2,12,180,30,0.80,0.0024,5,5
and_or_diverse,16,36,300,720,2,12,180,40,0.80,0.0025,5,5
and_or_diverse,16,36,300,720,2,16,120,30,0.80,0.0024,5,5
and_or_diverse,16,36,300,720,2,16,120,40,0.80,0.0024,5,5
and_or_diverse,16,36,300,720,2,16,180,30,0.80,0.0026,5,5
and_or_diverse,16,36,300,720,2,16,180,40,0.80,0.0023,5,5
and_or_diverse,16,36,600,480,2,12,120,30,0.80,0.0024,5,5
and_or_diverse,16,36,600,480,2,12,120,40,0.80,0.0024,5,5
and_or_diverse,16,36,600,480,2,12,180,30,0.80,0.0023,5,5
and_or_diverse,16,36,600,480,2,12,180,40,0.80,0.0025,5,5
and_or_diverse,16,36,600,480,2,16,120,30,0.80,0.0024,5,5
and_or_diverse,16,36,600,480,2,16,120,40,0.80,0.0024,5,5
and_or_diverse,16,36,600,480,2,16,180,30,0.80,0.0023,5,5
and_or_diverse,16,36,600,480,2,16,180,40,0.80,0.0023,5,5
and_or_diverse,16,36,600,720,2,12,120,30,0.80,0.0027,5,5
and_or_diverse,16,36,600,720,2,12,120,40,0.80,0.0036,5,5
and_or_diverse,16,36,600,720,2,12,180,30,0.80,0.0027,5,5
and_or_diverse,16,36,600,720,2,12,180,40,0.80,0.0026,5,5
and_or_diverse,16,36,600,720,2,16,120,30,0.80,0.0026,5,5
and_or_diverse,16,36,600,720,2,16,120,40,0.80,0.0027,5,5
and_or_diverse,16,36,600,720,2,16,180,30,0.80,0.0025,5,5
and_or_diverse,16,36,600,720,2,16,180,40,0.80,0.0032,5,5
and_or_diverse,16,48,300,480,2,12,120,30,0.80,0.0026,5,5
and_or_diverse,16,48,300,480,2,12,120,40,0.80,0.0026,5,5
and_or_diverse,16,48,300,480,2,12,180,30,0.80,0.0028,5,5
and_or_diverse,16,48,300,480,2,12,180,40,0.80,0.0026,5,5
and_or_diverse,16,48,300,480,2,16,120,30,0.80,0.0026,5,5
and_or_diverse,16,48,300,480,2,16,120,40,0.80,0.0028,5,5
and_or_diverse,16,48,300,480,2,16,180,30,0.80,0.0025,5,5
and_or_diverse,16,48,300,480,2,16,180,40,0.80,0.0025,5,5
and_or_diverse,16,48,300,720,2,12,120,30,0.80,0.0024,5,5
and_or_diverse,16,48,300,720,2,12,120,40,0.80,0.0024,5,5
and_or_diverse,16,48,300,720,2,12,180,30,0.80,0.0024,5,5
and_or_diverse,16,48,300,720,2,12,180,40,0.80,0.0024,5,5
and_or_diverse,16,48,300,720,2,16,120,30,0.80,0.0027,5,5
and_or_diverse,16,48,300,720,2,16,120,40,0.80,0.0025,5,5
and_or_diverse,16,48,300,720,2,16,180,30,0.80,0.0026,5,5
and_or_diverse,16,48,300,720,2,16,180,40,0.80,0.0025,5,5
and_or_diverse,16,48,600,480,2,12,120,30,0.80,0.0024,5,5
and_or_diverse,16,48,600,480,2,12,120,40,0.80,0.0024,5,5
and_or_diverse,16,48,600,480,2,12,180,30,0.80,0.0022,5,5
and_or_diverse,16,48,600,480,2,12,180,40,0.80,0.0024,5,5
and_or_diverse,16,48,600,480,2,16,120,30,0.80,0.0024,5,5
and_or_diverse,16,48,600,480,2,16,120,40,0.80,0.0022,5,5
and_or_diverse,16,48,600,480,2,16,180,30,0.80,0.0024,5,5
and_or_diverse,16,48,600,480,2,16,180,40,0.80,0.0023,5,5
and_or_diverse,16,48,600,720,2,12,120,30,0.80,0.0028,5,5
and_or_diverse,16,48,600,720,2,12,120,40,0.80,0.0023,5,5
and_or_diverse,16,48,600,720,2,12,180,30,0.80,0.0022,5,5
and_or_diverse,16,48,600,720,2,12,180,40,0.80,0.0024,5,5
and_or_diverse,16,48,600,720,2,16,120,30,0.80,0.0026,5,5
and_or_diverse,16,48,600,720,2,16,120,40,0.80,0.0023,5,5
and_or_diverse,16,48,600,720,2,16,180,30,0.80,0.0023,5,5
and_or_diverse,16,48,600,720,2,16,180,40,0.80,0.0023,5,5
and_or_diverse,10,24,300,480,2,12,120,30,0.60,0.0022,3,3
and_or_diverse,10,24,300,480,2,12,120,30,0.70,0.0022,3,3
and_or_diverse,10,24,300,480,2,12,120,40,0.60,0.0022,3,3
and_or_diverse,10,24,300,480,2,12,120,40,0.70,0.0023,3,3
and_or_diverse,10,24,300,480,2,12,180,30,0.60,0.0021,3,3
and_or_diverse,10,24,300,480,2,12,180,30,0.70,0.0023,3,3
and_or_diverse,10,24,300,480,2,12,180,40,0.60,0.0023,3,3
and_or_diverse,10,24,300,480,2,12,180,40,0.70,0.0022,3,3
and_or_diverse,10,24,300,480,2,16,120,30,0.60,0.0023,3,3
and_or_diverse,10,24,300,480,2,16,120,30,0.70,0.0022,3,3
