dataset,dataset_desc,dataset_n_samples,dataset_n_dims,run_index,finder_runtime_s,mean_f1,mean_lift_precision,total_regions,per_class,valuable_counts,params_json
corner,Corner 4D dataset canonico,200,4,461,0.151100,0.551692,1.662398,21,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 1, ""mean_f1"": 0.8571428571423673, ""mean_lift_precision"": 1.0}, ""2"": {""count"": 3, ""mean_f1"": 0.40215053763408726, ""mean_lift_precision"": 2.0134680134680134}}","{""1"": 11, ""2"": 10}","{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 4, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.12, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,462,0.165016,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.02, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,463,0.157325,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.02, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,464,0.179465,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.02, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,465,0.176349,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.07, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,466,0.161330,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.07, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,467,0.165832,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.07, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,468,0.182860,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.12, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,469,0.182640,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.12, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,470,0.164887,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.12, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,471,0.188685,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.02, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,472,0.195613,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.02, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,473,0.175317,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.02, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,474,0.172371,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.07, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,475,0.246130,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.07, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,476,0.168677,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.07, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,477,0.170381,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.12, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,478,0.187492,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.12, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,479,0.171226,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.12, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,480,0.185194,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.02, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,481,0.153188,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.02, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,482,0.172547,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.02, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,483,0.164465,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.07, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,484,0.180948,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.07, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,485,0.181618,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.07, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,486,0.189702,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.12, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,487,0.162986,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.12, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,488,0.176278,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.12, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,489,0.163373,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.02, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,490,0.186983,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.02, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,491,0.177486,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.02, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,492,0.183330,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.07, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,493,0.155498,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.07, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,494,0.167745,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.07, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,495,0.162779,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.12, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,496,0.175286,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.12, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,497,0.187269,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.12, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,498,0.192925,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.02, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,499,0.160320,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.02, ""min_support"": 16, ""sample_limit_per_r"": 75}"
