dataset,dataset_desc,dataset_n_samples,dataset_n_dims,run_index,finder_runtime_s,mean_f1,mean_lift_precision,total_regions,per_class,valuable_counts,params_json
corner,Corner 4D dataset canonico,200,4,500,0.185356,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.02, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,501,0.202164,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.07, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,502,0.217729,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.07, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,503,0.159262,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.07, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,504,0.172941,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.12, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,505,0.241077,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.12, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,506,0.171650,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.12, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,507,0.163156,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.02, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,508,0.166816,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.02, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,509,0.163142,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.02, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,510,0.159363,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.07, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,511,0.167915,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.07, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,512,0.175137,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.07, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,513,0.167963,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.12, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,514,0.213394,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.12, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,515,0.166613,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 6, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.12, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,516,0.166399,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.02, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,517,0.199854,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.02, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,518,0.166719,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.02, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,519,0.170313,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.07, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,520,0.157449,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.07, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,521,0.174543,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.07, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,522,0.171124,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.12, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,523,0.175590,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.12, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,524,0.178853,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.0, ""min_rel_gain_f1"": 0.12, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,525,0.166439,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.02, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,526,0.196777,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.02, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,527,0.204059,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.02, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,528,0.175242,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.07, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,529,0.188805,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.07, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,530,0.184738,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.07, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,531,0.166753,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.12, ""min_support"": 8, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,532,0.177143,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.12, ""min_support"": 16, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,533,0.167760,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.2, ""min_rel_gain_f1"": 0.12, ""min_support"": 32, ""sample_limit_per_r"": 75}"
corner,Corner 4D dataset canonico,200,4,534,0.169860,0.523912,1.712091,37,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4213747645947709, ""mean_lift_precision"": 2.1354461422373134}}","{""1"": 11, ""2"": 10, ""3"": 9, ""4"": 7}","{""consider_dims_up_to"": 4, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 8, ""min_lift_prec"": 1.6, ""min_rel_gain_f1"": 0.02, ""min_support"": 8, ""sample_limit_per_r"": 75}"
