dim_k,target_class,region_id,dims,is_pareto,f1,precision,recall,lift_precision,support,min_lift_precision_all_classes,min_precision_all_classes,compass_score
4,0,rg_4d_c0_8c64f064e0,"(0, 1, 2, 3)",False,0.6628062360797332,0.49765886287625416,0.992,3.9812709030100333,2990,0.005351170568561873,0.0006688963210702341,0.24170503833552345
4,0,rg_4d_c0_b8a725b88d,"(0, 1, 2, 3)",False,0.6628062360797332,0.49765886287625416,0.992,3.9812709030100333,2990,0.005351170568561873,0.0006688963210702341,0.24170503833552345
2,2,rg_2d_c2_a006e4b534,"(0, 1)",False,0.4977511244374062,0.3317788141239174,0.996,2.6542305129913393,4503,0.010659560293137908,0.0013324450366422385,0.2414886512435151
2,2,rg_2d_c2_b13828a98e,"(0, 1)",False,0.4976697736347784,0.33163265306122447,0.9966666666666667,2.6530612244897958,4508,0.01064773735581189,0.0013309671694764862,0.24135073303416776
4,0,rg_4d_c0_6e7b1f20eb,"(0, 1, 2, 3)",False,0.6616240266958845,0.4964941569282137,0.9913333333333333,3.9719532554257095,2995,0.005342237061769616,0.000667779632721202,0.24123825830112697
4,0,rg_4d_c0_f5bdc117f5,"(0, 1, 2, 3)",False,0.6617745163437849,0.4964964964964965,0.992,3.971971971971972,2997,0.005338672005338672,0.000667334000667334,0.24120324788022637
4,0,rg_4d_c0_828e9c14c2,"(0, 1, 2, 3)",False,0.6598669623055426,0.4943521594684385,0.992,3.954817275747508,3010,0.0053156146179402,0.000664451827242525,0.24027694319994478
4,0,rg_4d_c0_2d37e52658,"(0, 1, 2, 3)",False,0.6598669623055426,0.4943521594684385,0.992,3.954817275747508,3010,0.0053156146179402,0.000664451827242525,0.24027694319994478
2,2,rg_2d_c2_2ab97acbd7,"(0, 1)",False,0.49096385542131066,0.3277479892761394,0.978,2.6219839142091153,4476,0.010723860589812333,0.0013404825737265416,0.23988894495630483
4,0,rg_4d_c0_a2ff364402,"(0, 1, 2, 3)",False,0.6588443657290228,0.49320517069937025,0.992,3.945641365594962,3017,0.005303281405369572,0.0006629101756711965,0.23978115009954554
3,2,rg_3d_c2_a0322d2c8d,"(1, 2, 3)",False,0.6440831074972937,0.4870218579234973,0.9506666666666667,3.8961748633879782,2928,0.00546448087431694,0.0006830601092896175,0.23935532095862128
3,2,rg_3d_c2_5fd702090d,"(1, 2, 3)",False,0.6277790006599141,0.4686164968780808,0.9506666666666667,3.7489319750246466,3043,0.0052579691094314825,0.0006572461386789353,0.2313009722413875
3,0,rg_3d_c0_45f2e27e9e,"(0, 1, 2)",False,0.6264452385953218,0.45747620509671477,0.9933333333333333,3.659809640773718,3257,0.004912496162112374,0.0006140620202640467,0.22415474908013616
2,2,rg_2d_c2_a78ff1eb1b,"(0, 1)",False,0.4026340545622369,0.25214610334960447,0.9986666666666667,2.0171688267968357,5941,0.013465746507322,0.00168321831341525,0.22197005808867998
3,0,rg_3d_c0_a2f9b3a26d,"(0, 1, 2)",False,0.6191564512773602,0.4497434349532146,0.9933333333333333,3.597947479625717,3313,0.004829459704195593,0.0006036824630244491,0.220758748271352
3,0,rg_3d_c0_8dd0159f9d,"(0, 1, 2)",True,0.7143571785888257,0.5716573258606885,0.952,4.573258606885508,2498,0.0032025620496397116,0.00040032025620496394,0.21871550690350905
3,0,rg_3d_c0_a04651c2f7,"(0, 1, 2)",False,0.6140531629915366,0.44437816880405606,0.9933333333333333,3.5550253504324485,3353,0.0047718461079630185,0.0005964807634953773,0.21839617842323322
2,2,rg_2d_c2_a05cf3df04,"(1, 2)",True,0.4952413912437754,0.3344239308249591,0.954,2.6753914465996727,4279,0.007478382799719561,0.0009347978499649451,0.21478501922786866
2,2,rg_2d_c2_d17a46e50c,"(1, 2)",False,0.4948132780079146,0.33403361344537813,0.954,2.672268907563025,4284,0.007469654528478058,0.0009337068160597573,0.214556004609881
4,0,rg_4d_c0_3b398c3884,"(0, 1, 2, 3)",False,0.6041412911079808,0.4343257443082312,0.992,3.4746059544658494,3426,0.004670169293636894,0.0005837711617046118,0.21402223794508704
4,0,rg_4d_c0_d8843e3fb1,"(0, 1, 2, 3)",False,0.6041412911079808,0.4343257443082312,0.992,3.4746059544658494,3426,0.004670169293636894,0.0005837711617046118,0.21402223794508704
4,0,rg_4d_c0_049fc3715a,"(0, 1, 2, 3)",False,0.603284005675636,0.43344013981939994,0.992,3.4675211185551995,3433,0.00466064666472473,0.0005825808330905913,0.21363006295504663
3,0,rg_3d_c0_6cac875559,"(0, 1, 2)",False,0.5948103792410975,0.42450142450142453,0.9933333333333333,3.3960113960113962,3510,0.004558404558404558,0.0005698005698005698,0.20959786173912012
3,0,rg_3d_c0_3f140e34b6,"(0, 1, 2)",False,0.5900990099005724,0.4197183098591549,0.9933333333333333,3.3577464788732394,3550,0.004507042253521127,0.0005633802816901409,0.2074697606752497
4,2,rg_4d_c2_eb7df92b9a,"(0, 1, 2, 3)",False,0.6385869565212905,0.4835390946502058,0.94,3.8683127572016462,2916,0.0027434842249657062,0.0003429355281207133,0.18924076586257194
2,2,rg_2d_c2_d951367e94,"(0, 1)",False,0.4022075649478537,0.2519817844493169,0.996,2.0158542755945352,5929,0.00809580030359251,0.0010119750379490638,0.1872361569769263
2,2,rg_2d_c2_a29f6ee9a6,"(0, 1)",False,0.40220608017185977,0.25193798449612403,0.9966666666666667,2.0155038759689923,5934,0.008088978766430738,0.0010111223458038423,0.18717247719959534
4,0,rg_4d_c0_92c9b0a457,"(0, 1, 2, 3)",False,0.6346583296109882,0.47716588314304903,0.9473333333333334,3.8173270651443922,2978,0.002686366689053056,0.000335795836131632,0.18670454195405914
4,2,rg_4d_c2_c087c39567,"(0, 1, 2, 3)",False,0.6298860844310934,0.47363117232112867,0.94,3.7890493785690293,2977,0.0026872690628149142,0.0003359086328518643,0.1857951945432081
4,0,rg_4d_c0_1c7834c940,"(0, 1, 2, 3)",False,0.6319768734707585,0.47414080747414084,0.9473333333333334,3.7931264597931267,2997,0.002669336002669336,0.000333667000333667,0.18565240689273976
4,0,rg_4d_c0_1c7834c940,"(0, 1, 2, 3)",False,0.6319768734707585,0.47414080747414084,0.9473333333333334,3.7931264597931267,2997,0.002669336002669336,0.000333667000333667,0.18565240689273976
4,0,rg_4d_c0_8f30f5833f,"(0, 1, 2, 3)",False,0.6084350246195597,0.4481236203090508,0.9473333333333334,3.5849889624724063,3171,0.002522863450015768,0.000315357931251971,0.17654899839688143
3,0,rg_3d_c0_e4a33065bb,"(0, 1, 2)",False,0.6067558954743903,0.4452759588400374,0.952,3.562207670720299,3207,0.002494543186778921,0.0003118178983473651,0.17535093614461694
3,0,rg_3d_c0_567f3a9391,"(0, 1, 2)",False,0.6067558954743903,0.4452759588400374,0.952,3.562207670720299,3207,0.002494543186778921,0.0003118178983473651,0.17535093614461694
3,0,rg_3d_c0_68bbcdb8d7,"(0, 1, 3)",True,0.6153210819735555,0.44570744839964105,0.9933333333333333,3.5656595871971284,3343,0.0023930601256356566,0.0002991325157044571,0.17380613206224868
2,2,rg_2d_c2_f930c0dad4,"(1, 2)",False,0.49463110495285406,0.3341132428638278,0.952,2.6729059429106226,4274,0.003743565746373421,0.0004679457182966776,0.17041854575802395
1,2,rg_1d_c2_27b65ef481,"(2,)",True,0.35216385860538046,0.34905042567125083,0.35533333333333333,2.7924034053700066,1527,0.0034926871862038856,0.0026195153896529143,0.15087856488523618
